323925 4.000000 1.348010
320686 4.000000 1.234552
317447 4.000000 1.186694
314208 4.000000 1.201526
310969 4.000000 0.490804
307730 4.000000 0.006094
304491 4.000000 0.005557
301252 4.000000 0.006055
298013 4.000000 0.006153
294774 4.000000 0.005838
291535 4.000000 0.005766
288296 4.000000 0.003379
285057 4.000000 0.005589
281818 4.000000 0.003913
278579 4.000000 0.003569
275340 4.000000 0.005269
272101 4.000000 0.005467
268862 4.000000 0.003156
265623 4.000000 0.005356
262384 4.000000 0.005162
259145 4.000000 0.003784
255906 4.000000 0.005334
252667 4.000000 0.003017
249428 4.000000 0.005169
246189 4.000000 0.003804
242950 4.000000 0.003545
239711 4.000000 0.004738
236472 4.000000 0.004498
233233 4.000000 0.004598
229994 4.000000 0.004694
226755 4.000000 0.004675
223516 4.000000 0.004215
220277 4.000000 0.002618
217038 4.000000 0.004610
213799 4.000000 0.004097
210560 4.000000 0.002898
207321 4.000000 0.004121
204082 4.000000 0.004384
200843 4.000000 0.003344
197604 4.000000 0.003784
194365 4.000000 0.002424
191126 4.000000 0.003740
187887 4.000000 0.003714
184648 4.000000 0.002138
181409 4.000000 0.003688
178170 4.000000 0.002134
174931 4.000000 0.003324
171692 2.000000 0.003435
168453 2.000000 0.003223
165214 2.000000 0.003342
161975 2.000000 0.003218
158736 2.000000 0.001882
155497 2.000000 0.003124
152258 2.000000 0.003118
149019 2.000000 0.002824
145780 2.000000 0.002822
142541 2.000000 0.002709
139302 2.000000 0.002757
136063 2.000000 0.001573
132824 2.000000 0.001608
129585 2.000000 0.001571
126346 2.000000 0.001633
123107 2.000000 0.002362
119868 2.000000 0.002534
116629 2.000000 0.002394
113390 2.000000 0.002178
110151 2.000000 0.001302
106912 2.000000 0.001341
103673 2.000000 0.001808
100434 2.000000 0.001232
97195 2.000000 0.001297
93956 2.000000 0.001921
90717 2.000000 0.001733
87478 2.000000 0.001058
84239 1.000000 0.001683
81000 1.000000 0.001620
77761 1.000000 0.001297
74522 1.000000 0.001526
71283 1.000000 0.001529
68044 1.000000 0.001237
64805 1.000000 0.001047
61566 1.000000 0.001264
58327 1.000000 0.001232
55088 1.000000 0.000666
51849 1.000000 0.000705
48610 1.000000 0.000944
45371 1.000000 0.000982
42132 0.000000 0.000652
38893 0.000000 0.000452
35654 0.000000 0.000421
32415 0.000000 0.000630
29176 0.000000 0.000562
25937 0.000000 0.000323
22698 0.000000 0.000282
19459 0.000000 0.000405
16220 0.000000 0.000208
12981 0.000000 0.000255
9742 0.000000 0.000192
6503 0.000000 0.000153
3264 0.000000 0.000071
25 0.000000 0.000002
