323925 7.000000 8.067890
320686 7.000000 6.783085
317447 7.000000 6.867218
314208 7.000000 7.870006
310969 7.000000 8.254336
307730 7.000000 7.717733
304491 7.000000 7.378725
301252 7.000000 7.741386
298013 7.000000 7.313672
294774 7.000000 7.595143
291535 7.000000 7.473642
288296 7.000000 8.597176
285057 7.000000 6.968119
281818 6.000000 9.188789
278579 6.000000 8.125755
275340 6.000000 6.878984
272101 6.000000 6.636790
268862 6.000000 6.916984
265623 6.000000 7.199546
262384 6.000000 8.399234
259145 6.000000 7.312389
255906 6.000000 6.696786
252667 6.000000 6.247589
249428 6.000000 7.608380
246189 6.000000 6.599358
242950 6.000000 6.919388
239711 5.000000 7.126404
236472 5.000000 10.470726
233233 5.000000 13.461830
229994 5.000000 14.139176
226755 5.000000 11.833742
223516 5.000000 9.768843
220277 5.000000 9.462069
217038 5.000000 9.235338
213799 5.000000 12.284804
210560 5.000000 11.500951
207321 5.000000 9.987473
204082 5.000000 10.616502
200843 5.000000 9.585220
197604 4.000000 10.574076
194365 4.000000 9.412193
191126 4.000000 10.079946
187887 4.000000 8.918012
184648 4.000000 7.467804
181409 4.000000 7.167762
178170 4.000000 7.409178
174931 4.000000 7.244855
171692 4.000000 7.401170
168453 4.000000 7.011062
165214 4.000000 7.105345
161975 4.000000 6.715764
158736 4.000000 6.686657
155497 3.000000 6.126613
152258 3.000000 6.048263
149019 3.000000 5.960363
145780 3.000000 5.707896
142541 3.000000 5.659094
139302 3.000000 5.974531
136063 3.000000 5.528417
132824 3.000000 5.190171
129585 3.000000 5.086767
126346 3.000000 5.094934
123107 3.000000 4.874013
119868 3.000000 4.867317
116629 2.000000 4.509612
113390 2.000000 4.468285
110151 2.000000 4.240484
106912 2.000000 4.030720
103673 2.000000 3.950166
100434 2.000000 3.900657
97195 2.000000 3.770678
93956 2.000000 3.698738
90717 2.000000 3.466198
87478 2.000000 3.518797
84239 2.000000 3.326365
81000 2.000000 3.180272
77761 2.000000 3.048796
74522 1.000000 2.769758
71283 1.000000 2.888818
68044 1.000000 2.559127
64805 1.000000 2.460375
61566 1.000000 2.341402
58327 1.000000 2.349119
55088 1.000000 1.911419
51849 1.000000 1.819421
48610 1.000000 1.687301
45371 1.000000 1.536611
42132 1.000000 1.652833
38893 1.000000 1.524324
35654 1.000000 1.335886
32415 0.000000 1.058467
29176 0.000000 0.970860
25937 0.000000 0.779190
22698 0.000000 0.692951
19459 0.000000 0.504574
16220 0.000000 0.449898
12981 0.000000 0.368742
9742 0.000000 0.285467
6503 0.000000 0.220846
3264 0.000000 0.179133
25 0.000000 0.129929
